Thing{gc=[30.516407367936,52.602450955742], id=0, routeId=5, speed=0.20932718742898232, bearing=78.81714182847598, dist=34.84070312261201, location=RAF Cranwell -> Gomel Airport, timestamp=1493353015, secondsToDept=-1}
Thing{gc=[40.002490971686,52.258161449163], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9607.886621944044, location=Gomel Airport -> Bubung Airport, timestamp=1493356315, secondsToDept=-1}
Thing{gc=[40.202539589068,52.244333024522], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9594.18207315624, location=Gomel Airport -> Bubung Airport, timestamp=1493356375, secondsToDept=-1}
Thing{gc=[40.40246203427,52.230166683307], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9580.477524368434, location=Gomel Airport -> Bubung Airport, timestamp=1493356435, secondsToDept=-1}
Thing{gc=[40.60225541146,52.21566281358], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9566.77297558063, location=Gomel Airport -> Bubung Airport, timestamp=1493356495, secondsToDept=-1}
Thing{gc=[40.801916838707,52.200821812054], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9553.068426792826, location=Gomel Airport -> Bubung Airport, timestamp=1493356555, secondsToDept=-1}
Thing{gc=[41.001443448268,52.185644084034], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9539.36387800502, location=Gomel Airport -> Bubung Airport, timestamp=1493356615, secondsToDept=-1}
Thing{gc=[41.200832386854,52.17013004337], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9525.659329217215, location=Gomel Airport -> Bubung Airport, timestamp=1493356675, secondsToDept=-1}
Thing{gc=[41.400080815904,52.154280112401], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9511.95478042941, location=Gomel Airport -> Bubung Airport, timestamp=1493356735, secondsToDept=-1}
Thing{gc=[41.599185911851,52.138094721902], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9498.250231641607, location=Gomel Airport -> Bubung Airport, timestamp=1493356795, secondsToDept=-1}
Thing{gc=[41.798144866384,52.121574311023], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9484.5456828538, location=Gomel Airport -> Bubung Airport, timestamp=1493356855, secondsToDept=-1}
Thing{gc=[41.996954886709,52.104719327238], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9470.841134065997, location=Gomel Airport -> Bubung Airport, timestamp=1493356915, secondsToDept=-1}
Thing{gc=[42.195613195801,52.087530226288], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9457.136585278191, location=Gomel Airport -> Bubung Airport, timestamp=1493356975, secondsToDept=-1}
Thing{gc=[42.394117032656,52.070007472115], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9443.432036490387, location=Gomel Airport -> Bubung Airport, timestamp=1493357035, secondsToDept=-1}
Thing{gc=[42.592463652539,52.052151536811], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9429.727487702581, location=Gomel Airport -> Bubung Airport, timestamp=1493357095, secondsToDept=-1}
Thing{gc=[42.790650327224,52.033962900555], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9416.022938914777, location=Gomel Airport -> Bubung Airport, timestamp=1493357155, secondsToDept=-1}
Thing{gc=[42.988674345238,52.015442051549], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9402.318390126971, location=Gomel Airport -> Bubung Airport, timestamp=1493357215, secondsToDept=-1}
Thing{gc=[43.186533012088,51.996589485962], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9388.613841339167, location=Gomel Airport -> Bubung Airport, timestamp=1493357275, secondsToDept=-1}
Thing{gc=[43.384223650499,51.977405707862], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9374.909292551361, location=Gomel Airport -> Bubung Airport, timestamp=1493357335, secondsToDept=-1}
Thing{gc=[43.581743600633,51.957891229156], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9361.204743763557, location=Gomel Airport -> Bubung Airport, timestamp=1493357395, secondsToDept=-1}
Thing{gc=[43.779090220317,51.938046569524], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9347.500194975752, location=Gomel Airport -> Bubung Airport, timestamp=1493357455, secondsToDept=-1}
Thing{gc=[43.976260885258,51.917872256354], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9333.795646187948, location=Gomel Airport -> Bubung Airport, timestamp=1493357515, secondsToDept=-1}
Thing{gc=[44.173252989254,51.89736882468], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9320.091097400142, location=Gomel Airport -> Bubung Airport, timestamp=1493357575, secondsToDept=-1}
Thing{gc=[44.370063944408,51.87653681711], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9306.386548612338, location=Gomel Airport -> Bubung Airport, timestamp=1493357635, secondsToDept=-1}
Thing{gc=[44.566691181327,51.855376783763], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9292.681999824532, location=Gomel Airport -> Bubung Airport, timestamp=1493357695, secondsToDept=-1}
Thing{gc=[44.763132149326,51.833889282202], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9278.977451036728, location=Gomel Airport -> Bubung Airport, timestamp=1493357755, secondsToDept=-1}
Thing{gc=[44.959384316621,51.81207487736], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9265.272902248922, location=Gomel Airport -> Bubung Airport, timestamp=1493357815, secondsToDept=-1}
Thing{gc=[45.155445170523,51.789934141479], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9251.568353461118, location=Gomel Airport -> Bubung Airport, timestamp=1493357875, secondsToDept=-1}
Thing{gc=[45.351312217622,51.767467654032], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9237.863804673312, location=Gomel Airport -> Bubung Airport, timestamp=1493357935, secondsToDept=-1}
Thing{gc=[45.54698298397,51.744676001662], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9224.159255885508, location=Gomel Airport -> Bubung Airport, timestamp=1493357995, secondsToDept=-1}
Thing{gc=[45.742455015259,51.721559778102], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9210.454707097702, location=Gomel Airport -> Bubung Airport, timestamp=1493358055, secondsToDept=-1}
Thing{gc=[45.937725876993,51.69811958411], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9196.750158309898, location=Gomel Airport -> Bubung Airport, timestamp=1493358115, secondsToDept=-1}
Thing{gc=[46.132793154661,51.674356027396], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9183.045609522092, location=Gomel Airport -> Bubung Airport, timestamp=1493358175, secondsToDept=-1}
Thing{gc=[46.327654453893,51.650269722548], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9169.341060734288, location=Gomel Airport -> Bubung Airport, timestamp=1493358235, secondsToDept=-1}
Thing{gc=[46.522307400626,51.625861290958], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9155.636511946483, location=Gomel Airport -> Bubung Airport, timestamp=1493358295, secondsToDept=-1}
Thing{gc=[46.716749641257,51.601131360753], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9141.931963158679, location=Gomel Airport -> Bubung Airport, timestamp=1493358355, secondsToDept=-1}
Thing{gc=[46.910978842793,51.576080566719], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9128.227414370873, location=Gomel Airport -> Bubung Airport, timestamp=1493358415, secondsToDept=-1}
Thing{gc=[47.104992692996,51.550709550224], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9114.522865583069, location=Gomel Airport -> Bubung Airport, timestamp=1493358475, secondsToDept=-1}
Thing{gc=[47.298788900525,51.525018959148], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9100.818316795263, location=Gomel Airport -> Bubung Airport, timestamp=1493358535, secondsToDept=-1}
Thing{gc=[47.492365195073,51.499009447804], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9087.113768007459, location=Gomel Airport -> Bubung Airport, timestamp=1493358595, secondsToDept=-1}
Thing{gc=[47.685719327497,51.472681676866], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9073.409219219655, location=Gomel Airport -> Bubung Airport, timestamp=1493358655, secondsToDept=-1}
Thing{gc=[47.878849069947,51.446036313288], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9059.704670431849, location=Gomel Airport -> Bubung Airport, timestamp=1493358715, secondsToDept=-1}
Thing{gc=[48.071752215989,51.419074030234], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9046.000121644043, location=Gomel Airport -> Bubung Airport, timestamp=1493358775, secondsToDept=-1}
Thing{gc=[48.264426580722,51.391795506998], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9032.29557285624, location=Gomel Airport -> Bubung Airport, timestamp=1493358835, secondsToDept=-1}
Thing{gc=[48.45687000089,51.364201428926], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9018.591024068435, location=Gomel Airport -> Bubung Airport, timestamp=1493358895, secondsToDept=-1}
Thing{gc=[48.649080334996,51.336292487341], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=9004.88647528063, location=Gomel Airport -> Bubung Airport, timestamp=1493358955, secondsToDept=-1}
Thing{gc=[48.841055463401,51.308069379465], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8991.181926492824, location=Gomel Airport -> Bubung Airport, timestamp=1493359015, secondsToDept=-1}
Thing{gc=[49.032793288427,51.279532808343], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8977.47737770502, location=Gomel Airport -> Bubung Airport, timestamp=1493359075, secondsToDept=-1}
Thing{gc=[49.224291734451,51.25068348276], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8963.772828917216, location=Gomel Airport -> Bubung Airport, timestamp=1493359135, secondsToDept=-1}
Thing{gc=[49.415548747999,51.221522117168], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8950.06828012941, location=Gomel Airport -> Bubung Airport, timestamp=1493359195, secondsToDept=-1}
Thing{gc=[49.606562297827,51.192049431605], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8936.363731341606, location=Gomel Airport -> Bubung Airport, timestamp=1493359255, secondsToDept=-1}
Thing{gc=[49.797330375006,51.162266151617], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8922.6591825538, location=Gomel Airport -> Bubung Airport, timestamp=1493359315, secondsToDept=-1}
Thing{gc=[49.987850993001,51.132173008182], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8908.954633765996, location=Gomel Airport -> Bubung Airport, timestamp=1493359375, secondsToDept=-1}
Thing{gc=[50.17812218774,51.101770737624], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8895.25008497819, location=Gomel Airport -> Bubung Airport, timestamp=1493359435, secondsToDept=-1}
Thing{gc=[50.368142017687,51.071060081541], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8881.545536190386, location=Gomel Airport -> Bubung Airport, timestamp=1493359495, secondsToDept=-1}
Thing{gc=[50.557908563901,51.040041786723], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8867.84098740258, location=Gomel Airport -> Bubung Airport, timestamp=1493359555, secondsToDept=-1}
Thing{gc=[50.747419930101,51.008716605074], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8854.136438614776, location=Gomel Airport -> Bubung Airport, timestamp=1493359615, secondsToDept=-1}
Thing{gc=[50.936674242718,50.97708529353], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8840.43188982697, location=Gomel Airport -> Bubung Airport, timestamp=1493359675, secondsToDept=-1}
Thing{gc=[51.125669650947,50.945148613983], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8826.727341039166, location=Gomel Airport -> Bubung Airport, timestamp=1493359735, secondsToDept=-1}
Thing{gc=[51.314404326796,50.912907333197], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8813.02279225136, location=Gomel Airport -> Bubung Airport, timestamp=1493359795, secondsToDept=-1}
Thing{gc=[51.502876465125,50.880362222735], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8799.318243463556, location=Gomel Airport -> Bubung Airport, timestamp=1493359855, secondsToDept=-1}
Thing{gc=[51.691084283685,50.847514058874], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8785.61369467575, location=Gomel Airport -> Bubung Airport, timestamp=1493359915, secondsToDept=-1}
Thing{gc=[51.879026023157,50.814363622528], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8771.909145887947, location=Gomel Airport -> Bubung Airport, timestamp=1493359975, secondsToDept=-1}
Thing{gc=[52.066699947174,50.780911699168], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8758.20459710014, location=Gomel Airport -> Bubung Airport, timestamp=1493360035, secondsToDept=-1}
Thing{gc=[52.254104342354,50.747159078743], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8744.500048312337, location=Gomel Airport -> Bubung Airport, timestamp=1493360095, secondsToDept=-1}
Thing{gc=[52.441237518317,50.713106555598], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8730.79549952453, location=Gomel Airport -> Bubung Airport, timestamp=1493360155, secondsToDept=-1}
Thing{gc=[52.628097807707,50.678754928399], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8717.090950736727, location=Gomel Airport -> Bubung Airport, timestamp=1493360215, secondsToDept=-1}
Thing{gc=[52.814683566203,50.644105000052], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8703.386401948921, location=Gomel Airport -> Bubung Airport, timestamp=1493360275, secondsToDept=-1}
Thing{gc=[53.000993172526,50.609157577621], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8689.681853161117, location=Gomel Airport -> Bubung Airport, timestamp=1493360335, secondsToDept=-1}
Thing{gc=[53.187025028452,50.573913472254], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8675.977304373311, location=Gomel Airport -> Bubung Airport, timestamp=1493360395, secondsToDept=-1}
Thing{gc=[53.372777558808,50.5383734991], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8662.272755585507, location=Gomel Airport -> Bubung Airport, timestamp=1493360455, secondsToDept=-1}
Thing{gc=[53.558249211472,50.502538477233], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8648.568206797701, location=Gomel Airport -> Bubung Airport, timestamp=1493360515, secondsToDept=-1}
Thing{gc=[53.743438457369,50.46640922957], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8634.863658009897, location=Gomel Airport -> Bubung Airport, timestamp=1493360575, secondsToDept=-1}
Thing{gc=[53.928343790456,50.429986582797], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8621.159109222092, location=Gomel Airport -> Bubung Airport, timestamp=1493360635, secondsToDept=-1}
Thing{gc=[54.112963727716,50.393271367287], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8607.454560434287, location=Gomel Airport -> Bubung Airport, timestamp=1493360695, secondsToDept=-1}
Thing{gc=[54.297296809135,50.356264417023], id=0, routeId=5, speed=0.22840914646341498, bearing=89.23896233263622, dist=8593.750011646483, location=Gomel Airport -> Bubung Airport, timestamp=1493360755, secondsToDept=-1}
